origin,destination,airline,duration_min,month,day_of_week,dep_hour,delayed
CDG,CMN,RAM,162,11,3,21,1
RBA,MAD,RAM,110,3,1,10,0
RAK,CDG,RYR,162,11,5,10,1
CMN,LOS,RAM,328,1,3,22,0
LHR,CMN,RAM,190,7,6,20,1
CMN,AGA,RAM,51,7,1,19,0
RAK,ORY,RAM,161,9,0,9,1
CMN,JFK,RAM,437,9,2,6,1
CMN,ABJ,RAM,284,4,4,9,1
CMN,JFK,RAM,448,11,4,10,0
STN,RAK,RYR,196,3,5,10,0
FEZ,CMN,RAM,51,12,4,19,0
RBA,CDG,RAM,156,12,1,10,0
LHR,RAK,RAM,215,9,4,9,0
FEZ,BRU,RAM,175,8,1,10,0
CDG,RAK,RAM,193,12,5,19,0
CMN,GVA,RAM,193,4,0,9,0
CMN,TNG,RAM,50,8,1,6,0
CMN,YUL,RAM,425,6,3,8,0
CMN,IAD,RAM,459,3,1,21,0
CMN,OUD,RAM,65,3,4,23,0
CMN,MAD,RAM,123,9,5,19,0
STN,AGA,RYR,219,4,5,15,0
CMN,AGA,RAM,57,8,1,9,0
RAK,BCN,RAM,134,4,6,14,1
CMN,CDG,RAM,167,7,2,7,1
CMN,CAI,RAM,197,9,1,13,1
LHR,CMN,RAM,190,7,3,18,0
CDG,RAK,RAM,195,11,0,9,0
CDG,FEZ,RAM,168,7,1,17,1
RAK,LHR,RAM,185,4,4,0,0
CDG,RAK,RAM,187,11,0,7,0
RAK,CDG,RYR,162,6,3,12,0
RAK,STN,RYR,209,11,5,7,0
RBA,CDG,RAM,164,4,2,16,0
CMN,YUL,RAM,476,8,5,8,1
FEZ,BRU,RAM,191,3,6,10,0
RAK,CDG,RYR,178,2,4,17,0
JFK,CMN,RAM,433,12,6,5,1
JFK,CMN,RAM,406,1,5,5,1
CMN,ALG,RAM,103,8,4,21,1
RAK,BCN,VLG,133,1,2,16,1
CMN,BRU,RAM,193,7,2,18,1
CMN,FEZ,RAM,51,2,6,8,0
RAK,CDG,RYR,172,10,1,17,0
CMN,FEZ,RAM,50,5,6,18,1
CDG,CMN,RAM,185,5,2,14,0
CMN,DKR,RAM,191,4,5,17,0
CMN,CDG,RAM,160,2,5,16,0
CMN,JFK,RAM,467,7,3,17,1
CDG,RBA,RAM,182,6,0,18,1
CDG,CMN,RAM,173,7,3,0,0
RAK,LHR,RAM,204,8,1,15,1
LHR,CMN,RAM,206,2,3,21,0
CDG,RAK,RAM,175,6,1,23,1
TNG,MAD,RAM,99,8,6,20,1
RAK,BCN,VLG,131,5,5,5,0
AGA,ORY,RAM,183,4,6,9,1
CMN,ABJ,RAM,254,8,5,18,1
CMN,AGA,RAM,56,9,2,5,0
AGA,LHR,RAM,211,9,4,19,1
CDG,RAK,RAM,179,5,6,10,0
CDG,RAK,RAM,198,2,5,18,0
CMN,FEZ,RAM,47,12,6,17,1
RAK,STN,RYR,211,9,4,15,1
AGA,LHR,RAM,186,12,0,7,0
CDG,RAK,RAM,172,3,3,17,0
CMN,FCO,RAM,170,8,5,19,1
AGA,ORY,RAM,175,4,6,7,1
STN,RAK,RYR,194,11,6,21,1
RAK,BCN,RAM,143,7,4,5,0
RAK,BCN,VLG,146,7,5,0,0
BCN,CMN,RAM,124,12,4,14,0
CDG,FEZ,RAM,186,5,5,10,0
CMN,AGA,RAM,51,8,4,20,1
CMN,RAK,RAM,45,3,2,17,0
CMN,IAD,RAM,427,6,6,20,0
RAK,CDG,RAM,180,4,4,17,1
FEZ,BCN,VLG,144,4,2,19,0
RAK,STN,RYR,193,8,4,5,0
ORY,RAK,RAM,170,5,5,19,0
FEZ,CMN,RAM,50,4,2,11,0
ORY,RAK,RAM,188,10,4,10,1
RAK,ORY,RAM,157,7,5,11,0
CDG,CMN,RAM,178,6,4,15,0
CMN,LHR,RAM,189,10,6,12,1
CMN,CDG,RAM,161,7,4,22,0
RAK,CMN,RAM,42,10,4,15,0
RAK,CDG,RAM,179,5,5,8,0
LHR,RAK,RAM,196,12,1,18,0
TNG,BCN,RYR,135,12,3,21,1
STN,RAK,RYR,217,10,5,5,0
STN,RAK,RYR,221,4,2,19,1
JFK,CMN,RAM,396,9,4,13,0
TNG,CDG,RAM,146,10,4,17,0
MAD,CMN,RAM,124,6,5,11,1
CDG,CMN,RAM,173,3,3,8,0
MAD,CMN,RAM,115,4,2,9,0
CMN,LYS,RAM,154,8,6,9,0
CMN,JFK,RAM,417,4,5,20,0
AGA,CDG,RAM,194,8,1,14,1
CMN,AMS,RAM,185,6,3,18,0
AGA,CDG,RAM,195,4,3,22,0
CMN,LHR,RAM,189,8,5,9,1
CMN,MAD,RAM,123,2,5,0,0
RAK,BCN,RAM,129,8,6,18,0
CMN,FEZ,RAM,49,12,2,11,1
RBA,CDG,RAM,165,9,4,20,1
AGA,CMN,RAM,55,5,1,9,1
RAK,FCO,RYR,197,11,2,6,0
AGA,CDG,RAM,172,7,0,15,0
RAK,BCN,VLG,129,7,6,17,0
RAK,BCN,VLG,144,6,6,12,1
CMN,MAD,RAM,121,1,5,19,0
ORY,RAK,RAM,181,4,3,20,1
CMN,LOS,RAM,331,10,5,2,0
RAK,LHR,RAM,188,4,6,20,0
RAK,ORY,RAM,161,6,6,19,1
LHR,CMN,RAM,193,8,1,4,0
CMN,ALG,RAM,100,5,5,21,0
CDG,CMN,RAM,177,10,0,8,0
CMN,TNG,RAM,52,11,6,20,0
LHR,CMN,RAM,185,2,5,12,0
CMN,MRS,RAM,143,8,4,20,1
CMN,RAK,RAM,45,5,4,17,0
RAK,MAD,RAM,138,7,5,16,1
CMN,MAD,RAM,111,7,0,12,1
CMN,LOS,RAM,315,1,5,6,0
LHR,CMN,RAM,179,8,0,18,0
CMN,BCN,RAM,123,4,3,14,0
CDG,CMN,RAM,178,7,1,15,0
RAK,LHR,RAM,187,11,0,15,0
FEZ,BCN,VLG,133,4,0,19,1
RAK,STN,RYR,213,5,0,5,0
STN,RAK,RYR,215,2,1,19,1
CMN,BCN,RAM,130,7,2,5,0
CMN,ABJ,RAM,265,11,2,10,1
TNG,BCN,RYR,130,7,2,23,1
CMN,LHR,RAM,191,5,3,19,0
RBA,CDG,RAM,172,11,2,16,0
RAK,MAD,RAM,128,7,4,8,0
TNG,MAD,RAM,103,12,1,17,1
CMN,YUL,RAM,473,9,1,20,0
CMN,DKR,RAM,182,12,2,18,0
AGA,STN,RYR,218,8,6,18,0
FEZ,CDG,RAM,158,12,5,7,1
CMN,BRU,RAM,182,7,2,14,1
AGA,CMN,RAM,54,8,5,9,0
CMN,LHR,RAM,174,3,5,9,1
CMN,LHR,RAM,175,12,6,22,1
RAK,STN,RYR,212,5,0,17,1
AGA,ORY,RAM,182,8,5,7,1
AGA,CMN,RAM,52,6,6,8,0
RAK,CDG,RAM,182,11,5,20,1
CMN,CDG,RAM,153,2,4,5,0
STN,RAK,RYR,219,11,6,23,0
JFK,CMN,RAM,391,8,5,17,1
RAK,LHR,RAM,179,12,3,10,1
RAK,MAD,RAM,134,7,3,20,1
CDG,CMN,RAM,182,7,5,21,1
RAK,MAD,RAM,138,5,6,16,0
CDG,RAK,RAM,185,5,1,20,0
AGA,LHR,RAM,193,3,5,17,1
RAK,FCO,RYR,178,5,5,11,1
MAD,CMN,RAM,130,8,5,22,0
BCN,CMN,RAM,132,2,0,8,1
CMN,GVA,RAM,194,3,5,23,0
MAD,CMN,RAM,133,11,1,12,0
AGA,CDG,RAM,180,2,3,21,0
CMN,NDR,RAM,72,4,6,8,0
RAK,FCO,RYR,193,1,3,14,0
STN,RAK,RYR,203,9,5,21,1
RAK,CDG,RAM,172,11,6,16,0
CMN,YUL,RAM,479,11,6,20,1
RAK,CMN,RAM,44,11,6,11,0
AGA,CMN,RAM,58,6,6,12,0
RAK,BCN,RAM,135,7,3,17,0
JFK,CMN,RAM,414,9,5,6,1
STN,AGA,RYR,234,12,4,5,1
CMN,MAD,RAM,127,10,4,2,1
STN,AGA,RYR,221,7,2,11,0
FEZ,MAD,IBE,131,7,0,18,0
LHR,CMN,RAM,208,5,6,14,0
CMN,TNG,RAM,48,1,3,18,0
CMN,OUD,RAM,65,3,4,5,0
CMN,AGA,RAM,52,5,4,5,1
RAK,BCN,RAM,129,8,5,7,1
CMN,GVA,RAM,185,9,1,18,0
RAK,STN,RYR,208,11,1,1,0
CDG,RAK,RAM,184,7,3,19,0
BCN,CMN,RAM,126,6,0,14,0
CDG,RAK,RAM,188,9,5,8,1
AGA,CDG,RAM,192,6,5,6,1
CMN,LHR,RAM,183,2,5,19,0
CMN,IAD,RAM,445,1,6,18,1
CMN,CDG,RAM,163,9,3,3,0
AGA,STN,RYR,213,11,1,15,0
RAK,FCO,RYR,183,9,6,9,1
CDG,CMN,RAM,183,1,3,7,0
AGA,CMN,RAM,52,4,6,16,0
CMN,CDG,RAM,167,12,4,14,0
RAK,STN,RYR,186,9,5,6,0
STN,AGA,RYR,238,9,5,8,1
CDG,FEZ,RAM,186,10,3,15,0
CDG,CMN,RAM,174,12,3,9,1
RAK,CMN,RAM,46,6,5,17,1
CMN,FEZ,RAM,52,6,1,18,0
RAK,CDG,RYR,185,1,5,6,1
RAK,MAD,RAM,131,12,4,17,1
CDG,CMN,RAM,175,3,4,16,0
RAK,CDG,RYR,186,7,6,6,1
RAK,CDG,RAM,186,8,5,14,1
STN,AGA,RYR,223,12,2,18,0
RAK,CDG,RAM,171,6,2,21,0
CDG,AGA,RAM,209,8,2,8,0
LHR,CMN,RAM,187,12,4,8,1
CMN,MAD,RAM,110,8,2,8,0
CMN,MAD,RAM,123,7,3,13,1
CDG,CMN,RAM,174,8,2,20,1
ORY,RAK,RAM,179,10,1,3,0
CDG,FEZ,RAM,169,1,6,18,0
STN,RAK,RYR,211,10,3,10,0
RAK,CDG,RYR,161,3,3,14,0
CDG,AGA,RAM,200,10,5,17,0
CMN,DKR,RAM,183,10,5,10,1
CMN,ALG,RAM,112,8,0,10,0
CMN,YUL,RAM,463,6,1,16,1
AGA,LHR,RAM,188,9,6,15,0
CMN,MAD,RAM,127,1,4,17,0
CMN,CDG,RAM,162,8,3,17,0
STN,RAK,RYR,207,4,5,5,0
CMN,AGA,RAM,52,8,4,14,1
STN,RAK,RYR,225,3,2,7,0
FEZ,CDG,RAM,179,3,4,8,0
AGA,CDG,RAM,181,7,1,16,0
RAK,BCN,RAM,132,7,5,21,1
AGA,ORY,RAM,189,6,4,6,1
FEZ,BRU,RAM,203,8,5,17,0
CMN,FCO,RAM,180,1,4,23,1
CMN,DKR,RAM,183,4,4,9,1
CMN,FCO,RAM,173,1,5,1,0
RAK,LHR,RAM,180,8,5,19,1
CMN,RAK,RAM,44,9,3,18,1
CMN,ABJ,RAM,282,7,4,17,1
CMN,CAI,RAM,226,7,5,7,0
RBA,CDG,RAM,164,6,5,11,1
RAK,ORY,RAM,162,5,3,7,0
ORY,RAK,RAM,168,8,5,18,0
RBA,CDG,RAM,156,1,1,8,1
RAK,MAD,RAM,133,8,0,6,1
CDG,AGA,RAM,206,7,0,1,0
CMN,LHR,RAM,181,8,6,21,1
MAD,CMN,RAM,116,11,1,17,0
RAK,CDG,RAM,174,10,3,11,1
RAK,BCN,RAM,143,10,4,21,1
AGA,CMN,RAM,56,6,0,22,0
AGA,CMN,RAM,51,6,6,19,0
TNG,BCN,RYR,139,4,2,18,1
CMN,YUL,RAM,477,1,5,8,0
AGA,CMN,RAM,53,7,4,6,1
CDG,AGA,RAM,198,12,5,7,1
RAK,CDG,RAM,179,9,6,22,1
AGA,LHR,RAM,185,7,3,9,0
CMN,CDG,RAM,169,5,5,8,0
CMN,MAD,RAM,116,3,3,16,0
TNG,CDG,RAM,157,4,5,9,1
RAK,FCO,RYR,186,7,0,15,1
CMN,ALG,RAM,107,8,1,18,1
RAK,BCN,RAM,145,6,2,6,0
RAK,CMN,RAM,48,2,3,17,1
RAK,BCN,VLG,133,4,4,15,1
RAK,CDG,RAM,187,4,6,8,0
LHR,CMN,RAM,205,7,2,16,0
JFK,CMN,RAM,409,2,1,21,1
CMN,TNG,RAM,50,5,3,9,0
RAK,LHR,RAM,196,5,5,17,0
LHR,RAK,RAM,198,7,1,8,0
RAK,BCN,RAM,128,5,6,15,0
CMN,RAK,RAM,44,3,6,17,0
STN,RAK,RYR,226,1,3,19,0
CDG,AGA,RAM,205,3,3,17,0
CMN,LOS,RAM,356,10,4,22,0
CMN,CDG,RAM,160,5,1,17,1
FEZ,CMN,RAM,53,7,4,9,0
CMN,AGA,RAM,56,7,1,20,1
CMN,AGA,RAM,56,5,4,6,1
CMN,AGA,RAM,53,11,6,14,0
FEZ,MAD,IBE,117,12,0,13,1
CDG,AGA,RAM,207,4,2,15,0
TNG,MAD,RAM,108,10,5,18,1
STN,RAK,RYR,225,9,3,8,1
CMN,MAD,RAM,118,10,3,14,0
CMN,LOS,RAM,342,6,4,16,1
AGA,CMN,RAM,54,9,4,14,1
CMN,TUN,RAM,117,4,2,13,0
CDG,RBA,RAM,165,12,3,11,1
CMN,LHR,RAM,174,9,4,16,1
CMN,IAD,RAM,451,2,6,14,0
CMN,ABJ,RAM,257,11,6,13,0
CDG,CMN,RAM,174,12,1,19,0
LHR,CMN,RAM,192,5,4,20,0
MAD,CMN,RAM,122,7,2,12,0
TNG,MAD,RAM,99,12,4,18,1
CDG,CMN,RAM,180,7,5,20,1
JFK,CMN,RAM,431,8,6,1,0
CMN,CDG,RAM,151,7,3,3,1
CDG,AGA,RAM,206,2,4,13,1
RAK,BCN,VLG,148,7,1,17,0
RAK,FCO,RYR,189,10,2,5,0
CMN,CAI,RAM,210,1,0,5,0
BCN,CMN,RAM,131,6,6,9,0
AGA,ORY,RAM,176,10,3,11,1
FEZ,BCN,VLG,127,5,2,11,0
CMN,MAD,RAM,115,12,6,16,0
RAK,MAD,RAM,126,6,4,17,0
CMN,GVA,RAM,184,10,4,21,0
MAD,CMN,RAM,116,4,5,11,0
AGA,ORY,RAM,169,5,4,4,0
ORY,RAK,RAM,173,9,6,4,0
CMN,AMS,RAM,196,1,3,17,0
CMN,YUL,RAM,441,2,4,22,1
AGA,CMN,RAM,57,4,4,9,1
TNG,BCN,RYR,126,4,4,5,1
CMN,RAK,RAM,45,2,0,17,1
LHR,RAK,RAM,219,12,5,0,1
RAK,BCN,VLG,129,5,4,13,0
CMN,NBO,RAM,413,9,4,16,0
CMN,LHR,RAM,172,6,4,13,1
RAK,CDG,RAM,166,12,4,18,1
RAK,STN,RYR,188,3,0,21,1
JFK,CMN,RAM,399,6,3,15,0
TNG,BCN,RYR,125,6,4,19,0
CMN,MAD,RAM,113,9,6,2,1
CMN,ALG,RAM,96,7,2,8,0
LHR,CMN,RAM,204,9,6,22,0
RAK,CDG,RAM,182,11,6,7,0
CDG,CMN,RAM,172,5,3,16,0
CMN,JFK,RAM,454,10,6,16,1
RAK,CDG,RAM,188,7,5,18,1
RAK,MAD,RAM,131,2,6,15,0
ORY,RAK,RAM,187,5,5,9,1
CMN,JFK,RAM,443,10,3,3,1
RAK,ORY,RAM,168,6,5,17,0
RAK,BCN,RAM,143,2,5,16,0
CMN,YUL,RAM,461,8,5,12,0
TNG,CDG,RAM,158,11,4,17,0
ORY,RAK,RAM,192,3,5,6,0
CMN,IAD,RAM,422,7,0,8,0
CMN,AGA,RAM,52,4,2,18,0
TNG,BCN,RYR,120,5,5,7,1
CMN,TNG,RAM,48,6,4,20,0
CDG,AGA,RAM,205,1,5,11,0
CMN,NBO,RAM,418,5,1,23,0
CMN,JFK,RAM,456,5,3,12,0
AGA,CDG,RAM,175,8,4,7,0
CMN,TNG,RAM,51,11,5,15,0
RAK,BCN,VLG,141,2,4,5,0
CMN,RAK,RAM,46,7,0,15,0
CMN,IAD,RAM,433,5,0,16,0
RAK,CDG,RAM,180,12,5,20,0
RAK,CMN,RAM,42,10,2,8,0
AGA,STN,RYR,231,2,0,13,0
CMN,TNG,RAM,50,6,4,15,0
STN,AGA,RYR,241,2,5,9,0
RAK,LHR,RAM,206,10,5,8,0
RAK,ORY,RAM,164,7,3,3,0
RAK,CMN,RAM,46,8,6,18,0
ORY,RAK,RAM,176,8,3,15,1
CMN,MRS,RAM,147,3,4,16,0
RAK,LHR,RAM,198,1,6,7,0
RAK,ORY,RAM,164,11,4,7,0
CMN,LHR,RAM,182,2,2,18,0
AGA,STN,RYR,204,10,1,18,0
LHR,CMN,RAM,183,4,5,21,0
RAK,CDG,RAM,179,11,5,10,0
FEZ,BCN,VLG,132,8,5,16,1
LHR,RAK,RAM,220,6,6,10,1
TNG,MAD,RAM,97,8,4,15,0
CMN,DKR,RAM,187,5,6,17,0
AGA,CMN,RAM,52,6,1,21,1
BCN,CMN,RAM,134,10,2,20,1
CDG,CMN,RAM,166,1,2,17,1
RBA,MAD,RAM,111,4,2,2,0
AGA,STN,RYR,226,9,3,5,0
CMN,BRU,RAM,172,9,0,4,0
CMN,OUD,RAM,68,3,5,20,1
RAK,BCN,RAM,144,12,1,6,0
CMN,AGA,RAM,50,9,6,23,0
RAK,BCN,RAM,137,6,0,9,1
LHR,RAK,RAM,207,5,4,20,0
RAK,LHR,RAM,182,7,1,16,0
CMN,DKR,RAM,202,1,6,20,0
RAK,ORY,RAM,166,9,1,13,0
RAK,LHR,RAM,179,2,6,23,1
CDG,CMN,RAM,180,8,5,13,1
CMN,MRS,RAM,154,10,2,7,0
CMN,AMS,RAM,186,11,0,17,1
CDG,RBA,RAM,160,3,2,5,0
STN,RAK,RYR,196,9,6,12,0
STN,AGA,RYR,216,12,0,21,0
AGA,CMN,RAM,51,2,5,13,0
RAK,FCO,RYR,199,1,4,13,0
CMN,TNG,RAM,49,4,1,18,0
CMN,YUL,RAM,452,4,6,20,0
MAD,CMN,RAM,121,5,0,9,0
RAK,CDG,RAM,184,12,0,17,0
LHR,RAK,RAM,190,9,2,5,1
CMN,RAK,RAM,42,1,5,11,1
RAK,CDG,RYR,181,7,5,12,1
JFK,CMN,RAM,414,11,5,2,1
AGA,STN,RYR,222,7,5,19,0
RAK,BCN,RAM,146,4,2,22,0
CMN,MAD,RAM,120,12,6,15,0
RAK,STN,RYR,207,5,2,19,0
RAK,CMN,RAM,43,5,1,11,1
TNG,MAD,RAM,111,5,1,9,0
RAK,STN,RYR,194,6,0,15,0
CMN,NBO,RAM,410,9,6,19,1
CMN,LHR,RAM,175,5,0,12,0
LHR,RAK,RAM,203,7,4,13,1
AGA,STN,RYR,220,4,1,5,1
CMN,ALG,RAM,106,7,4,11,0
CMN,BRU,RAM,182,12,3,0,1
FEZ,CMN,RAM,49,5,0,19,1
FEZ,BRU,RAM,181,10,3,22,1
RAK,FCO,RYR,178,4,5,6,0
CMN,MAD,RAM,112,3,5,18,0
CMN,MAD,RAM,112,2,1,12,0
LHR,CMN,RAM,202,12,0,19,1
STN,RAK,RYR,222,8,3,21,1
LHR,CMN,RAM,190,7,4,6,0
TNG,MAD,RAM,107,1,4,9,1
CMN,NDR,RAM,72,7,2,9,1
CMN,ALG,RAM,104,8,2,6,0
LHR,RAK,RAM,198,6,6,17,0
AGA,LHR,RAM,193,3,1,22,1
CMN,AGA,RAM,53,4,3,5,1
CMN,RAK,RAM,43,9,4,17,0
CDG,CMN,RAM,167,7,5,13,0
MAD,CMN,RAM,133,7,6,16,0
AGA,STN,RYR,208,1,6,19,0
CDG,AGA,RAM,184,7,1,8,0
CMN,MAD,RAM,114,6,0,5,1
RAK,BCN,RAM,136,11,3,14,0
FEZ,CDG,RAM,157,6,5,7,0
CMN,AMS,RAM,184,8,5,10,1
RBA,MAD,RAM,102,12,3,12,1
CDG,CMN,RAM,162,8,2,20,1
FEZ,CDG,RAM,162,1,0,17,0
STN,RAK,RYR,196,2,5,10,0
CMN,YUL,RAM,443,12,4,5,1
AGA,ORY,RAM,190,7,5,22,0
FEZ,CDG,RAM,166,3,6,0,0
FEZ,CMN,RAM,48,8,3,17,0
CMN,CAI,RAM,224,12,3,0,0
CDG,AGA,RAM,189,1,5,14,0
STN,RAK,RYR,218,7,2,6,1
RAK,ORY,RAM,158,3,4,4,0
CMN,RAK,RAM,42,6,1,19,1
CMN,CDG,RAM,165,8,4,11,1
CMN,JFK,RAM,458,7,3,8,1
ORY,RAK,RAM,171,12,4,9,0
MAD,CMN,RAM,128,8,6,17,1
RAK,CMN,RAM,43,12,4,8,1
RAK,FCO,RYR,180,5,2,19,0
RAK,MAD,RAM,124,1,5,20,0
FEZ,MAD,IBE,125,3,6,11,0
RAK,LHR,RAM,187,2,2,17,0
RAK,CDG,RYR,178,9,4,11,1
CMN,CDG,RAM,166,3,5,5,1
CMN,ALG,RAM,107,9,5,20,1
CMN,MAD,RAM,118,7,0,21,1
CDG,AGA,RAM,184,4,6,15,0
RAK,MAD,RAM,136,8,0,6,0
JFK,CMN,RAM,452,1,5,7,0
LHR,RAK,RAM,202,5,0,0,0
BCN,CMN,RAM,130,10,2,17,0
CMN,FEZ,RAM,48,9,3,8,0
CDG,CMN,RAM,185,10,3,7,1
CDG,RBA,RAM,159,8,1,8,0
RAK,BCN,RAM,150,8,4,1,1
RAK,BCN,VLG,150,6,5,13,1
CMN,YUL,RAM,463,12,6,18,1
AGA,CMN,RAM,59,12,5,21,0
CMN,JFK,RAM,444,1,5,8,0
RAK,STN,RYR,188,12,2,22,1
CMN,NDR,RAM,67,11,4,23,0
CMN,RAK,RAM,44,8,3,13,0
ORY,RAK,RAM,181,5,0,17,0
CMN,OUD,RAM,60,6,3,13,1
AGA,LHR,RAM,208,11,2,1,0
BCN,CMN,RAM,126,3,1,7,0
RAK,CDG,RAM,161,8,6,6,1
CMN,IAD,RAM,442,4,2,5,1
CMN,ABJ,RAM,264,6,4,16,1
STN,AGA,RYR,234,1,0,19,1
RAK,STN,RYR,205,12,5,7,0
CDG,CMN,RAM,180,2,0,15,0
RBA,MAD,RAM,113,10,2,15,0
JFK,CMN,RAM,410,8,2,14,1
CMN,NDR,RAM,72,10,0,6,0
CMN,AGA,RAM,53,7,1,5,1
CMN,AGA,RAM,54,12,2,5,0
FEZ,BCN,VLG,142,8,6,21,1
CMN,FCO,RAM,176,8,4,7,0
RAK,ORY,RAM,173,12,4,6,1
CMN,FCO,RAM,167,4,2,6,0
CMN,MRS,RAM,143,6,5,11,1
STN,RAK,RYR,193,8,6,10,0
CDG,CMN,RAM,183,3,2,1,0
AGA,CMN,RAM,55,10,1,13,0
CMN,FEZ,RAM,47,8,6,17,1
CMN,NBO,RAM,426,9,6,11,1
RAK,ORY,RAM,160,12,3,17,0
LHR,RAK,RAM,210,12,4,9,1
CMN,RAK,RAM,44,6,5,17,0
CDG,AGA,RAM,190,5,3,11,0
CMN,JFK,RAM,438,8,5,9,0
RAK,LHR,RAM,208,9,2,13,1
CDG,RAK,RAM,197,5,2,20,0
AGA,CMN,RAM,55,5,4,12,0
MAD,CMN,RAM,125,4,1,14,0
CMN,LHR,RAM,193,11,5,11,1
CMN,RAK,RAM,45,2,0,13,0
CMN,RAK,RAM,43,4,1,19,1
RBA,MAD,RAM,115,8,5,19,1
RAK,BCN,RAM,130,7,4,21,1
AGA,CDG,RAM,190,3,0,17,0
RAK,CDG,RYR,173,5,3,0,0
CMN,LHR,RAM,171,6,1,19,1
RAK,STN,RYR,192,12,3,22,1
CMN,CDG,RAM,172,6,4,10,0
CMN,IAD,RAM,446,2,1,17,0
FEZ,CMN,RAM,49,12,3,8,0
CMN,YUL,RAM,470,6,1,10,0
CMN,AGA,RAM,52,3,3,16,0
CMN,GVA,RAM,173,8,1,19,1
CMN,YUL,RAM,453,10,4,15,0
RAK,BCN,VLG,143,9,1,7,0
STN,AGA,RYR,222,5,5,20,1
RAK,BCN,RAM,132,4,5,22,0
CMN,RAK,RAM,43,11,0,19,1
CDG,CMN,RAM,176,4,5,20,0
CMN,FEZ,RAM,52,9,0,4,0
CMN,BCN,RAM,128,1,0,13,0
CMN,RAK,RAM,42,6,6,7,0
RAK,CDG,RAM,162,12,5,17,1
TNG,CDG,RAM,147,8,3,18,1
AGA,CDG,RAM,171,5,0,12,0
MAD,CMN,RAM,131,9,6,18,1
RAK,CMN,RAM,44,5,4,21,0
CMN,GVA,RAM,167,12,6,20,1
CMN,FRA,RAM,197,4,4,11,1
FEZ,MAD,IBE,128,5,0,15,0
LHR,CMN,RAM,195,9,1,10,1
CMN,FCO,RAM,182,10,3,3,0
RAK,BCN,RAM,151,8,4,14,1
TNG,CDG,RAM,148,5,6,16,0
CMN,MAD,RAM,119,8,6,6,1
ORY,RAK,RAM,167,4,6,15,0
AGA,LHR,RAM,184,1,2,22,1
RBA,CDG,RAM,150,12,0,21,1
CMN,AGA,RAM,56,7,2,18,0
FEZ,CDG,RAM,171,7,2,14,1
RAK,FCO,RYR,195,9,1,17,0
RAK,LHR,RAM,191,8,6,1,0
LHR,CMN,RAM,182,7,6,1,0
AGA,LHR,RAM,214,10,2,8,0
CMN,NDR,RAM,75,7,1,22,1
AGA,ORY,RAM,181,12,3,15,1
CMN,CDG,RAM,167,5,6,8,0
RAK,BCN,RAM,132,1,6,15,0
STN,RAK,RYR,200,3,5,8,0
CDG,AGA,RAM,210,10,4,20,0
AGA,ORY,RAM,186,12,5,6,1
RAK,CDG,RYR,174,2,2,6,0
CMN,FCO,RAM,163,11,5,7,0
CMN,AGA,RAM,56,12,3,18,0
CDG,AGA,RAM,189,9,0,19,0
CMN,FRA,RAM,176,10,5,3,1
CMN,IAD,RAM,419,1,4,20,1
CMN,FEZ,RAM,51,4,0,4,0
CMN,RAK,RAM,46,4,0,19,1
RAK,CDG,RAM,168,8,2,11,0
CDG,CMN,RAM,173,8,5,18,1
CDG,CMN,RAM,184,11,5,6,0
CMN,JFK,RAM,467,7,5,20,1
RAK,BCN,VLG,144,7,0,15,1
RAK,STN,RYR,200,1,5,0,0
RAK,BCN,VLG,140,12,3,17,0
AGA,LHR,RAM,206,12,1,21,0
CMN,CDG,RAM,155,2,6,12,0
LHR,CMN,RAM,200,7,5,5,1
CMN,ALG,RAM,108,5,3,4,0
CMN,MAD,RAM,129,6,5,11,1
CMN,LHR,RAM,174,8,4,21,1
RAK,FCO,RYR,195,6,6,15,1
FEZ,MAD,IBE,120,7,2,19,0
AGA,STN,RYR,206,5,2,22,0
FEZ,MAD,IBE,125,2,3,19,1
AGA,CDG,RAM,179,9,1,8,0
AGA,ORY,RAM,177,6,4,5,1
CMN,JFK,RAM,414,11,1,9,1
CMN,NDR,RAM,66,12,2,18,0
MAD,CMN,RAM,128,2,1,14,0
CMN,AMS,RAM,205,9,6,18,0
JFK,CMN,RAM,424,10,2,7,0
AGA,CMN,RAM,56,8,1,22,1
CMN,OUD,RAM,60,5,3,17,1
CDG,FEZ,RAM,165,5,1,17,0
RAK,BCN,VLG,143,7,1,22,0
RAK,ORY,RAM,173,4,4,6,0
AGA,CMN,RAM,57,11,2,15,0
CDG,AGA,RAM,204,1,5,20,0
CMN,AGA,RAM,56,2,3,9,1
CMN,YUL,RAM,446,8,3,6,0
CMN,IAD,RAM,441,8,3,17,1
RBA,CDG,RAM,170,9,5,17,1
CMN,MAD,RAM,113,5,0,3,0
CMN,AGA,RAM,55,5,0,20,0
RAK,BCN,RAM,137,6,4,21,0
CMN,FEZ,RAM,48,4,4,22,0
CMN,DKR,RAM,199,6,0,20,1
AGA,LHR,RAM,194,9,4,1,1
RAK,MAD,RAM,126,7,3,18,1
RAK,BCN,VLG,140,12,4,7,1
RAK,BCN,RAM,133,8,0,17,0
AGA,CMN,RAM,56,5,6,10,1
CDG,AGA,RAM,190,3,2,19,0
CMN,GVA,RAM,186,4,1,17,0
RAK,CMN,RAM,44,1,6,0,1
JFK,CMN,RAM,440,6,1,12,1
CMN,CAI,RAM,201,12,6,7,0
LHR,CMN,RAM,207,10,2,6,0
RAK,CMN,RAM,48,5,4,10,0
